Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
suivre|être	2087	426	12.0016	110	1.4208	309	-37.1359	60	-1.05	48	-53.9758	190	38.4544	61	0.9607	292	21.4075	346	10.5344	89	0.5212	28	-0.8397	42	-9.9465	39	-1.1536	47	0.8554
femme	2018	268	-1.4132	200	24.6056	250	-53.5624	21	-11.2276	131	-13.0529	78	1.6396	106	11.7779	151	-0.4823	249	0.7042	192	26.3995	61	4.9817	130	3.7771	149	32.021	32	-0.775
avois	2008	0	-138.5639	0	-39.556	1325	298.755	0	-30.4374	32	-63.4374	79	1.8106	0	-21.8868	0	-70.6294	572	91.0859	0	-35.8162	0	-14.61	0	-41.5563	0	-20.9648	0	-16.7677
laisser	1992	345	3.2009	70	-1.6315	519	-0.4635	91	2.3665	216	-0.6003	56	-0.5362	46	-0.4589	190	2.616	183	-3.757	80	-0.2804	33	-0.2671	120	2.5333	26	-3.3295	17	-3.9867
aimer	1983	206	-8.0116	67	-1.97	261	-46.6448	67	-0.3154	32	-62.303	342	146.1543	93	8.0166	332	38.6693	203	-1.676	215	37.4059	31	-0.386	38	-10.2299	69	2.8481	27	-1.3893
passer	1978	333	2.369	84	-0.432	462	-3.1044	82	1.3145	191	-2.066	48	-1.2519	62	1.4094	172	1.1523	251	1.0276	60	-1.9199	23	-1.3535	118	2.3717	57	1.084	35	-0.4313
chose	1958	251	-2.01	108	1.8711	408	-8.4144	78	0.9969	150	-7.4351	109	8.4246	77	4.1097	166	0.8784	393	25.7141	125	6.2846	8	-6.5844	25	-16.1361	28	-2.6586	32	-0.6619
savoir	1949	496	34.7616	136	6.598	176	-83.177	85	1.7867	1	-99.6137	24	-6.9845	153	33.8039	476	110.9418	1	-103.0352	198	30.7927	46	1.8825	71	-1.7696	33	-1.6158	53	2.1228
assez	1921	280	-0.335	53	-4.0364	563	2.5377	60	-0.595	120	-13.7722	91	4.3864	44	-0.4792	123	-1.9201	226	0.3191	124	6.4828	38	0.8006	104	1.1865	63	2.1128	32	-0.5967
là	1908	410	14.9662	77	-0.6625	161	-87.9561	36	-4.3918	373	24.7292	41	-2.0025	175	47.4034	371	58.8979	111	-17.8398	65	-1.033	18	-2.2429	13	-23.6331	32	-1.6444	25	-1.5282
quel	1872	321	2.7621	54	-3.4512	622	10.2248	81	1.6596	67	-33.4584	80	2.6703	36	-1.1756	147	0.3343	204	-0.8374	81	0.5748	31	-0.2665	91	0.4583	15	-6.6376	42	0.7957
bon	1867	547	57.9074	65	-1.6367	226	-51.82	63	-0.3169	99	-19.0953	55	-0.3695	76	4.536	224	9.8988	327	12.9082	51	-2.7604	8	-6.0816	39	-8.4479	31	-1.6743	56	3.093
De	1853	29	-86.2437	5	-28.884	243	-43.9939	0	-28.0868	3	-90.6325	81	2.9578	3	-15.928	0	-65.1749	280	5.1923	520	273.9746	461	1000.0	0	-38.3471	223	85.0365	5	-9.7106
lorsque	1830	221	-3.1539	82	0.3227	598	8.6293	88	2.9082	111	-14.1329	56	0.2903	3	-15.6931	23	-36.4268	410	37.3444	36	-6.227	55	4.4993	99	1.1481	41	-0.4079	7	-8.041
paraître	1810	409	18.6267	46	-4.7831	361	-10.2877	97	4.7689	48	-42.4628	14	-10.644	59	1.6414	142	0.329	161	-4.1741	147	14.5425	32	0.4148	184	21.7007	87	8.8597	23	-1.6114
Madame	1799	43	-69.9458	4	-29.1106	627	14.5105	0	-27.2679	9	-78.445	74	2.1372	21	-4.2449	86	-6.588	195	-0.8758	479	241.3083	254	147.051	5	-29.5671	1	-17.1306	1	-13.4661
seul	1789	126	-22.9448	73	-0.5921	603	11.0824	65	0.4759	320	15.594	61	0.6824	16	-6.1407	63	-13.1909	189	-1.1579	87	1.3666	38	1.1049	105	1.9921	33	-1.1101	10	-5.9587
trop	1768	212	-3.2316	41	-5.7751	470	0.3284	75	1.42	86	-21.0768	114	12.5682	39	-0.5856	115	-1.634	286	7.8302	149	16.0531	48	3.0583	73	-0.7909	53	1.2679	7	-7.6247
fort	1755	436	28.305	66	-1.0327	432	-1.3998	70	0.9507	99	-15.9451	29	-3.8397	38	-0.6474	153	1.1068	184	-1.2368	64	-0.6339	19	-1.5261	82	0.3018	48	0.7473	35	0.3833
personne	1733	268	0.7263	40	-5.7304	435	-0.9963	43	-1.8377	194	-0.3582	40	-1.4307	52	1.0208	196	6.8758	241	2.526	82	1.1131	27	-0.3806	55	-2.8848	35	-0.7266	25	-1.0462
fille	1683	212	-2.1185	36	-6.4808	592	14.6024	40	-2.0983	88	-17.7549	3	-18.2584	16	-5.3976	321	49.2542	253	4.6151	2	-26.6085	1	-10.7754	73	-0.5315	12	-6.7734	34	0.4126
esprit	1664	248	0.3868	105	3.5888	389	-2.6936	35	-3.005	171	-1.0526	33	-2.3365	110	18.8962	134	0.4567	156	-2.875	91	2.6141	37	1.3076	70	-0.6723	71	5.524	14	-3.494
jusque	1661	188	-4.4408	49	-2.9166	606	18.614	69	1.2023	295	14.0608	22	-5.445	15	-5.6793	85	-4.935	142	-4.744	32	-5.9373	14	-2.4956	103	2.6255	18	-4.0224	23	-1.1722
œil	1659	182	-5.262	48	-3.1006	527	6.0267	64	0.7341	78	-20.9327	66	1.6947	43	0.3945	141	0.8352	265	6.8474	90	2.4982	10	-3.9832	86	0.7821	32	-0.8808	27	-0.6275
demander	1634	291	3.551	51	-2.3686	454	0.9147	77	2.4117	120	-7.3876	39	-1.1987	33	-0.8807	119	-0.6118	211	1.1472	54	-1.121	18	-1.3879	100	2.4057	34	-0.6079	33	0.4093
madame	1616	54	-51.149	0	-31.8309	196	-44.8375	2	-21.2612	24	-52.804	7	-13.4709	11	-7.3471	674	306.0523	202	0.7689	108	6.4404	36	1.2952	1	-31.538	287	153.6387	14	-3.2632
amour	1613	136	-13.7273	41	-4.333	386	-1.9843	100	7.6633	78	-19.4927	186	52.0701	42	0.4052	86	-4.1509	168	-1.2542	135	14.4078	51	4.7788	69	-0.585	124	28.3971	11	-4.4509
chez	1584	352	15.0784	61	-0.8446	244	-25.5238	44	-1.0728	82	-17.0671	48	-0.2869	56	2.2089	239	21.8461	157	-1.8857	77	1.2675	20	-0.9057	101	2.9524	70	5.9742	33	0.4891
cela	1556	383	24.211	86	1.6269	71	-115.3586	31	-3.2643	76	-18.5325	82	5.6282	109	20.5782	302	47.9904	285	13.6606	89	3.1246	4	-6.9539	2	-28.7271	16	-4.1178	20	-1.4056
tant	1553	228	-0.287	85	1.5281	399	-0.6008	34	-2.5482	89	-13.7515	113	15.9643	33	-0.6762	163	4.1167	224	3.1645	67	0.5288	12	-2.7226	62	-0.9254	23	-2.0364	21	-1.2106
peine	1540	188	-2.5511	60	-0.7734	537	12.6103	75	2.7132	112	-7.2442	52	0.6025	37	-0.33	95	-2.0542	207	1.6909	47	-1.5718	15	-1.7819	65	-0.6354	30	-0.811	20	-1.3559
falloir	1535	345	15.5227	158	21.2393	171	-49.2891	82	4.1027	70	-20.3509	47	0.2898	77	7.9519	198	11.5022	155	-1.5944	72	0.9822	32	0.9314	35	-6.0632	39	0.448	54	4.6795
toujours	1520	166	-4.9988	187	34.5235	405	0.3452	51	-0.324	49	-30.3628	90	8.3127	56	2.5649	133	1.0606	6	-71.2499	121	11.5695	52	5.7928	62	-0.7992	93	15.1833	49	3.4412
entendre	1517	239	0.8956	41	-3.516	478	5.1406	45	-0.745	85	-14.0939	32	-1.8058	59	3.2002	132	1.0063	195	1.0464	51	-0.9807	15	-1.7062	100	3.3935	21	-2.3513	24	-0.6818
arriver	1508	251	1.7346	52	-1.4856	349	-2.7917	62	1.0684	139	-2.3747	29	-2.3618	41	0.5306	139	1.6466	280	14.1611	37	-3.2184	20	-0.7421	47	-2.7501	27	-1.1218	35	0.8596
nouveau	1495	244	1.3838	64	-0.3775	494	7.9616	43	-0.8735	199	1.9789	31	-1.8866	20	-2.8318	32	-20.7879	177	0.3478	33	-4.1304	18	-1.019	74	0.5112	48	1.6092	18	-1.6224
monde	1451	169	-3.3527	98	4.4342	197	-32.1927	35	-1.7917	137	-1.9659	76	5.182	85	11.9792	157	4.6421	218	4.0686	122	13.2485	16	-1.2779	23	-9.7897	58	3.8958	60	7.3506
étoient	1450	0	-100.0442	0	-28.56	721	78.5295	0	-21.9762	543	145.8829	18	-5.2999	0	-15.8026	0	-50.9952	168	-0.3344	0	-25.8598	0	-10.5486	0	-30.0042	0	-15.1369	0	-12.1065
moment	1437	186	-1.492	29	-6.2311	569	26.693	80	4.6047	62	-20.6664	35	-1.0173	13	-4.9812	72	-4.6813	155	-0.831	51	-0.6979	22	-0.3967	113	7.1201	34	-0.2698	16	-1.8871
ni	1436	76	-29.1742	61	-0.3997	394	0.6708	55	0.6585	192	2.0027	31	-1.6104	75	8.4876	214	19.0372	79	-15.2202	94	5.3472	17	-1.0454	59	-0.7422	45	1.3981	44	2.7383
étois	1424	0	-98.2496	0	-28.0477	847	150.0574	0	-21.582	12	-56.0617	54	1.1865	0	-15.5191	0	-50.0805	511	123.3551	0	-25.396	0	-10.3594	0	-29.466	0	-14.8654	0	-11.8893
vie	1418	169	-2.8389	97	4.6038	507	13.9882	72	3.0873	134	-1.9229	28	-2.096	23	-1.7304	79	-3.1408	147	-1.2135	19	-8.5519	26	0.4786	66	0.2879	32	-0.3667	19	-1.1739
recevoir	1408	221	0.8229	54	-0.8169	475	8.9848	70	2.7912	155	-0.4404	24	-2.9942	14	-4.3544	64	-6.1188	108	-6.3953	28	-4.8464	26	0.4955	101	4.7603	43	1.2194	25	-0.3858
quand	1402	298	10.5944	110	7.948	113	-68.1067	12	-9.4649	105	-6.0247	115	20.0881	91	15.3234	220	22.3059	106	-6.697	101	7.581	17	-0.9599	17	-12.2814	37	0.5528	60	7.8676
reprendre	1378	237	2.2718	19	-9.8181	270	-8.8579	55	0.8482	23	-42.8704	21	-3.6719	23	-1.5649	148	4.2663	324	33.7966	150	26.5974	39	2.9174	33	-5.0141	21	-1.7326	15	-1.9178
lequel	1376	72	-28.3991	49	-1.204	480	11.4027	44	-0.4521	239	10.6014	18	-4.7005	19	-2.4843	76	-3.1767	187	1.7431	52	-0.4499	10	-2.6941	88	2.6944	20	-1.9485	22	-0.624
premier	1370	210	0.5839	71	0.9929	301	-4.1795	55	0.8773	271	18.9548	12	-7.3995	31	-0.4633	61	-6.3022	98	-7.8309	63	0.8114	16	-1.0556	116	9.0377	41	1.0857	24	-0.4105
avoyer	1363	0	-94.0394	0	-26.8458	714	90.6722	0	-20.6572	541	158.3579	15	-5.8381	0	-14.8541	0	-47.9345	93	-8.9237	0	-24.3077	0	-9.9155	0	-28.2034	0	-14.2284	0	-11.3799
plaisir	1347	209	0.6903	54	-0.6044	311	-2.628	54	0.8625	34	-32.9931	117	22.4045	32	-0.3466	59	-6.4688	155	-0.3665	94	6.5021	27	0.7288	68	0.5828	110	27.4493	23	-0.4628
raison	1346	90	-19.2685	60	0.3006	470	11.2566	38	-0.9061	99	-6.1912	52	1.2701	37	0.5475	101	-0.4219	211	5.0818	64	1.004	8	-3.3758	77	1.4064	19	-2.0522	20	-0.8162
lieu	1304	151	-3.1916	63	0.5859	337	-0.5035	45	0.2983	242	13.7698	24	-2.3624	20	-1.8816	58	-6.0498	231	9.8511	27	-4.2006	16	-0.8879	47	-1.4208	37	0.8054	6	-5.2172
vivre	1293	232	3.1491	121	13.5112	284	-3.9955	61	2.0489	62	-16.0111	26	-1.86	41	1.1618	115	1.1212	111	-3.7785	35	-2.1476	26	0.7264	70	0.959	90	18.1104	19	-0.83
penser	1292	148	-3.3763	50	-0.7427	272	-5.4537	30	-1.8645	40	-26.9152	95	13.8411	57	4.4818	165	9.4181	154	0.3776	149	29.035	11	-2.0128	89	3.6919	15	-2.9119	17	-1.1648
air	1291	272	9.3546	30	-4.3766	308	-1.772	40	-0.5407	56	-18.519	26	-1.8498	35	0.4976	149	5.9051	170	1.238	98	8.4834	2	-6.9757	68	0.7905	26	-0.643	11	-2.7752
cependant	1289	109	-11.0587	38	-2.3995	393	3.146	44	-0.2772	142	-0.4276	49	1.1361	9	-5.8467	57	-6.0767	206	5.5225	87	5.5077	28	1.0195	84	2.8221	33	0.45	10	-3.1457
main	1283	185	-0.384	41	-1.8184	388	2.8498	55	1.2438	132	-0.9085	17	-4.3405	22	-1.3773	106	0.5657	200	4.7101	24	-4.9785	19	-0.4463	52	-0.767	22	-1.1749	20	-0.6681
enfin	1281	154	-2.4795	50	-0.7025	316	-1.1283	40	-0.5144	186	3.503	50	1.3013	18	-2.2647	71	-2.9599	114	-3.1482	102	9.9008	39	3.5018	63	0.4646	40	1.282	38	2.2298
donc	1280	229	3.0503	46	-1.1027	272	-5.0747	54	1.1359	66	-14.055	60	3.0269	55	4.0557	206	22.2738	130	-1.356	69	2.0041	23	0.4199	23	-7.4857	19	-1.7555	28	0.5946
sortir	1274	259	7.4979	55	-0.3414	274	-4.6379	65	2.9023	150	0.4832	17	-4.2695	25	-0.8677	99	-0.2807	173	1.6454	29	-3.3726	25	0.6448	69	0.9545	22	-1.1436	12	-2.3541
apprendre	1273	251	6.1842	39	-2.0983	488	19.7426	75	5.1723	89	-6.9361	23	-2.4234	27	-0.6246	70	-3.0395	1	-66.6329	39	-1.364	16	-0.8136	122	12.9194	19	-1.725	14	-1.7697
sentir	1259	177	-0.5519	54	-0.3595	351	0.8627	47	0.5279	70	-12.0247	82	9.4948	38	0.894	101	0.4123	72	-12.4888	89	6.432	42	4.5746	63	0.5318	65	7.9533	8	-3.8591
suivre	1223	201	1.3268	35	-2.5202	391	4.953	54	1.4158	188	4.8897	15	-4.6362	11	-4.3498	72	-2.2021	120	-1.7016	20	-5.8555	23	0.5195	55	-0.3633	26	-0.4879	12	-2.1281
attendre	1221	204	1.5744	19	-7.7072	342	0.923	72	5.0087	79	-8.2984	19	-3.1952	22	-1.1443	112	1.3882	156	0.8778	58	0.9488	15	-0.8521	77	2.2927	28	-0.3231	18	-0.7959
foi|fois	1216	117	-7.0386	61	0.7501	400	6.3853	54	1.4534	98	-4.0199	23	-2.0933	32	0.4097	75	-1.7421	179	3.0554	45	-0.501	10	-2.0322	71	1.4939	26	-0.4732	25	0.4244
entrer	1213	238	5.7462	53	-0.3066	266	-3.8422	49	0.859	144	0.5293	22	-2.3134	19	-1.6944	110	1.2655	167	1.7992	32	-2.2137	15	-0.8325	53	-0.4538	20	-1.2769	25	0.4297
peut-être	1210	132	-4.1512	39	-1.6904	381	4.2298	27	-1.9976	71	-10.368	99	17.3566	29	-0.3219	139	5.4579	101	-4.0518	79	4.5787	27	1.1006	58	0.3706	20	-1.2657	8	-3.5808
temps	1205	352	37.3843	84	4.3612	36	-107.8323	71	4.9385	173	3.0847	0	-16.2356	41	1.5437	128	3.5956	0	-65.1836	101	11.0496	46	6.4644	82	3.3	62	7.5718	29	0.9125
eux	1196	131	-4.0304	89	5.6475	297	-0.9848	16	-5.2395	438	113.9821	9	-7.3857	45	2.3398	47	-7.409	35	-27.7996	22	-4.8139	10	-1.9536	24	-6.0243	16	-2.1059	17	-0.8856
tenir	1195	223	4.0125	46	-0.7388	212	-12.2075	45	0.5505	100	-3.3586	31	-0.6934	85	16.6484	156	9.6266	149	0.6609	40	-0.8819	10	-1.9497	48	-0.7816	34	0.7846	16	-1.0563
servir	1192	204	1.9588	56	0.4597	371	3.7095	47	0.7365	115	-1.4785	24	-1.7474	21	-1.2096	61	-3.7354	137	-0.3657	25	-3.7956	16	-0.6337	75	2.2267	21	-1.0287	19	-0.5928
depuis	1175	169	-0.3929	49	-0.4386	306	-0.4186	40	-0.2809	161	2.1357	29	-0.8596	11	-4.01	67	-2.4626	183	4.3539	44	-0.4583	9	-2.2017	76	2.5353	23	-0.6947	8	-3.385
beaucoup	1164	120	-5.1931	29	-3.455	354	2.8271	37	-0.4473	121	-0.786	12	-5.4481	24	-0.679	91	0.3059	169	2.6715	53	0.7072	9	-2.1559	99	7.9353	21	-0.9367	25	0.5249
tu	1149	534	144.3192	209	66.1784	86	-60.1671	57	2.3735	18	-36.9141	19	-2.7066	52	4.4303	104	1.2085	45	-20.2136	0	-20.4902	9	-2.0938	0	-23.774	0	-11.9938	16	-0.9212
regarder	1119	177	0.8189	58	0.8972	301	0.4131	38	-0.2848	62	-10.8522	22	-1.7814	41	2.0057	136	6.6616	88	-4.7954	76	5.0014	15	-0.618	57	0.5859	26	-0.2948	22	0.3292
perdre	1110	151	-0.7828	55	0.6634	319	1.3176	42	0.5543	62	-10.6018	76	9.8213	24	-0.5403	101	1.2336	99	-2.7837	66	2.8819	17	-0.369	45	-0.7158	26	-0.2807	27	0.917
discours	1110	145	-1.1724	13	-9.3077	281	-0.7003	24	-2.0404	86	-4.3562	29	-0.6484	31	0.5619	88	0.3555	212	12.1332	55	1.1585	27	1.4591	75	2.9942	30	0.583	14	-1.1796
M	1105	17	-52.0471	5	-15.2526	328	2.0356	212	91.0087	3	-52.142	5	-9.1962	14	-2.4604	186	22.4057	41	-20.6648	5	-13.4106	234	176.829	29	-3.4197	14	-2.2021	12	-1.6354
ainsi	1099	138	-1.6232	47	-0.3585	275	-0.8409	23	-2.1995	266	32.173	17	-2.9619	37	1.3897	100	1.2266	92	-3.6981	21	-4.2003	18	-0.2687	21	-5.9999	21	-0.7387	23	0.4535
état	1099	123	-3.3709	44	-0.5638	288	-0.3626	35	-0.4348	168	4.3242	37	0.5283	11	-3.4869	92	0.6102	122	-0.5466	28	-2.2665	53	10.782	41	-1.093	45	3.3908	12	-1.6115
jeune	1097	240	9.9076	34	-1.8112	122	-35.6137	31	-0.8101	174	5.3636	9	-6.379	45	3.0366	102	1.4377	146	1.2485	42	-0.3869	9	-1.8831	94	7.7293	28	0.4254	21	0.2845
ami	1090	257	14.232	28	-3.0515	257	-1.8105	48	1.3015	21	-31.717	36	0.4687	44	2.8505	109	2.3292	119	-0.6503	14	-7.0207	30	2.2241	55	0.542	50	4.8968	22	0.3765
petit	1087	244	11.2038	51	0.4451	161	-19.81	37	-0.2792	75	-6.2723	26	-0.9346	49	4.1754	206	31.6145	138	0.7778	21	-4.0837	1	-6.6201	11	-11.0429	31	0.7605	36	2.8973
beau	1065	277	21.3122	52	0.5902	77	-57.6204	25	-1.5726	39	-18.9374	39	0.8415	68	11.3655	114	3.4011	215	14.804	41	-0.37	5	-3.4237	25	-4.1749	26	0.3278	62	13.4785
car	1065	146	-0.7062	103	12.4968	243	-2.4748	48	1.4407	79	-4.9116	18	-2.4381	86	20.2168	130	6.5058	85	-4.3553	30	-1.6429	8	-2.0925	25	-4.1749	25	-0.2758	39	3.9222
non	1064	176	1.3072	49	0.3846	163	-17.7369	45	1.0399	118	-0.3783	18	-2.4316	62	8.8875	213	36.1977	92	-3.1249	47	0.5589	11	-1.2079	48	-0.3456	10	-3.354	12	-1.475
maison	1062	238	10.8786	47	-0.2721	258	-1.2512	53	2.2998	93	-2.4557	5	-8.7003	15	-1.9408	76	-0.61	104	-1.5699	9	-9.5795	9	-1.7453	80	4.6216	55	6.8982	20	-0.2678
quoique	1060	169	0.8766	33	-1.7413	329	3.2838	37	0.3198	159	3.7343	27	-0.7124	12	-2.8542	43	-6.2294	84	-4.4543	42	-0.2999	28	1.8969	52	0.4355	31	0.8489	14	-1.0179
lettre	1057	90	-9.05	179	52.1566	134	-27.3239	28	-1.0377	79	-4.7563	137	44.309	21	-0.7502	62	-2.0134	244	24.5366	2	-15.8378	13	-0.7836	33	-2.0855	30	0.7335	5	-4.2328
roi	1054	194	3.2788	78	4.9624	261	-0.9623	3	-11.997	289	45.6785	0	-14.2006	2	-8.8989	1	-35.1108	49	-14.9597	0	-18.7956	113	53.4192	6	-14.3505	6	-5.3011	52	8.9108
soin	1050	127	-2.0588	23	-4.1087	421	21.1882	35	-0.3217	66	-7.7842	51	2.9892	12	-2.792	32	-10.0401	94	-2.6177	52	1.1194	12	-0.9493	87	6.5913	28	0.5331	10	-1.9861
pendant	1048	143	-0.7383	22	-4.4198	362	8.285	51	2.0394	144	2.0146	8	-6.4695	12	-2.7796	55	-3.0909	125	0.37	25	-2.5828	7	-2.3988	66	2.0411	16	-1.4216	12	-1.4141
dessein	1047	96	-7.2355	14	-7.8429	465	35.1295	79	9.8456	122	0.4061	6	-7.7747	9	-3.9891	46	-5.1482	93	-2.7158	16	-5.5709	26	1.5148	64	1.7486	8	-4.1422	3	-5.5305
porter	1047	136	-1.192	67	2.6771	309	1.8244	37	0.348	169	5.6813	15	-3.2393	18	-1.1959	66	-1.404	74	-6.3847	36	-0.7211	16	-0.3666	64	1.7486	20	-0.7218	20	0.2804
tems	1030	0	-71.0581	0	-20.2853	525	61.9139	0	-15.6091	136	1.4455	80	13.0135	0	-11.2241	0	-36.2204	289	45.2019	0	-18.3675	0	-7.4924	0	-21.3111	0	-10.7513	0	-8.5989
ici	1014	143	-0.4964	61	1.9484	192	-7.9638	27	-0.993	102	-0.9785	21	-1.4408	75	15.6896	161	17.0739	130	0.8347	31	-1.1905	13	-0.6789	20	-5.3377	10	-3.0303	28	1.4517
heureux	1012	105	-4.4897	65	2.6536	337	6.0397	37	0.4336	68	-6.3453	57	4.9303	10	-3.3034	31	-9.6354	144	2.0745	31	-1.1801	29	2.4022	47	-0.2721	42	3.3242	9	-2.1425
autant	1002	92	-6.9283	39	-0.6414	297	1.8699	25	-1.2443	110	-0.4216	42	1.5701	23	-0.3918	67	-0.9676	110	-0.5955	62	3.1563	19	0.5065	88	7.7685	18	-0.8726	10	-1.7736
idée	998	33	-32.1653	36	-0.9402	324	4.8086	33	-0.3362	55	-9.8662	55	4.5277	69	13.1057	31	-9.3299	118	0.3286	101	16.093	17	0.3088	85	6.9573	32	1.2419	9	-2.0762
mot	992	171	1.8454	21	-4.1561	173	-10.9741	31	-0.4701	52	-10.7611	27	-0.5079	86	22.2033	119	5.6555	212	17.3742	26	-1.9414	6	-2.5588	32	-1.795	19	-0.6958	17	-0.4124
mieux	991	178	2.5947	37	-0.7945	147	-18.075	20	-2.2141	81	-3.2083	63	7.1165	43	3.4079	123	6.5754	149	3.0221	51	1.3316	15	-0.3757	39	-0.7966	18	-0.8365	27	1.3599
connaître	988	197	5.341	51	0.8238	98	-37.9582	51	2.5141	31	-20.5283	8	-5.8588	55	7.3215	136	10.0063	38	-17.855	102	16.8245	38	5.5474	120	20.4006	46	4.7197	17	-0.4049
ton	988	271	24.456	114	19.2652	190	-7.231	46	1.6028	47	-12.5817	11	-4.3296	35	1.6076	82	0.5445	78	-4.2568	58	2.4942	9	-1.4654	23	-3.9777	13	-1.8816	11	-1.4362
alors	971	167	1.783	6	-12.0039	218	-2.6634	24	-1.2577	144	3.2409	6	-6.9404	32	1.1752	116	5.449	108	-0.5147	45	0.7323	36	4.953	25	-3.2075	36	2.1645	8	-2.3032
maître	954	362	68.882	56	1.6537	120	-25.1312	20	-1.9683	110	0.3518	10	-4.4849	8	-3.7732	22	-12.6401	91	-1.7248	4	-11.9422	6	-2.3765	96	11.533	10	-2.6541	39	4.9376
mille	944	116	-1.7175	80	7.3459	296	3.3245	61	5.5336	84	-2.0718	15	-2.4953	17	-0.9794	46	-3.587	79	-3.2744	25	-1.8185	7	-1.9354	63	2.5008	7	-3.8891	48	8.7004
contre	939	119	-1.3669	46	0.5779	251	0.3535	20	-1.8718	155	5.83	35	0.8676	19	-0.6609	59	-1.3331	84	-2.4147	51	1.684	29	2.8619	35	-1.0017	16	-0.9877	20	0.4724
te	938	471	143.8562	162	48.4607	53	-61.5106	37	0.6683	17	-28.2766	16	-2.1672	49	5.8276	100	3.0124	19	-28.0248	0	-16.7265	5	-2.7567	0	-19.4072	0	-9.7908	9	-1.7994
entre	937	182	4.3308	63	3.057	220	-1.7105	22	-1.4392	172	9.6816	16	-2.1608	22	-0.3435	57	-1.5647	63	-6.6253	38	0.2992	16	0.3102	33	-1.2644	16	-0.9804	17	-0.3158
effet	936	99	-3.8757	30	-1.4473	355	13.8827	29	-0.4831	117	0.8384	13	-3.0953	16	-1.1308	57	-1.5556	78	-3.3091	46	1.0077	19	0.6591	46	0.4292	17	-0.8109	14	-0.662
quoi	936	164	2.0381	28	-1.8089	160	-11.1813	26	-0.8034	51	-9.5042	38	1.3026	73	16.4992	172	25.0146	96	-1.0463	52	1.8697	11	-0.8265	28	-2.1581	10	-2.544	27	1.617
seigneur	933	559	220.353	20	-3.8603	44	-68.3102	2	-11.3734	117	0.8631	0	-12.57	8	-3.6177	17	-15.0858	119	0.7639	1	-15.034	7	-1.8881	25	-2.8419	3	-6.3914	11	-1.227
mal	926	160	1.7984	39	-0.3856	246	0.3109	20	-1.7896	43	-12.2788	49	3.7008	31	1.2221	72	-0.2749	124	1.1969	59	3.3396	6	-2.2444	40	-0.4541	12	-1.8439	25	1.2601
quitter	926	123	-0.9119	51	1.1609	302	4.7007	41	1.2134	19	-26.1372	21	-1.0291	17	-0.9133	96	2.5569	89	-1.6153	38	0.3254	10	-1.0031	74	5.1754	39	3.2527	6	-2.9042
dès	920	170	3.0357	37	-0.5144	118	-23.3705	11	-4.7413	225	28.0444	1	-10.9178	10	-2.6925	77	0.5733	203	18.2548	7	-8.9295	8	-1.504	30	-1.6429	16	-0.919	7	-2.4325
chambre	907	190	6.619	14	-5.9376	166	-8.3667	52	3.5325	39	-13.4095	7	-5.6224	14	-1.428	94	2.5133	232	29.9637	2	-13.2921	20	0.8985	65	3.3113	7	-3.618	5	-3.293
heure	907	168	3.0547	37	-0.4702	166	-8.3667	64	7.0714	101	-0.3511	18	-1.4972	18	-0.6976	126	9.5871	119	0.9868	21	-2.4695	4	-3.1186	33	-1.0882	19	-0.4699	13	-0.7413
aucun	891	84	-5.7407	27	-1.6793	122	-19.7775	6	-7.2768	251	42.0018	22	-0.7434	10	-2.5074	49	-2.3068	187	14.6459	36	0.2904	8	-1.3939	41	-0.2897	37	3.0118	11	-1.0757
gens	881	114	-1.1152	89	11.9369	180	-4.7523	16	-2.5113	65	-4.2581	19	-1.1675	53	8.1728	77	0.8035	112	0.7218	32	-0.5024	9	-1.0917	53	1.438	36	2.8298	26	1.6822
fil|fils	879	177	5.134	10	-7.6687	184	-4.097	40	1.3388	173	12.2617	1	-10.3844	9	-2.8063	131	12.0316	113	0.8037	3	-11.7186	0	-6.3938	28	-1.7141	0	-9.1748	10	-1.2679
ordre	875	94	-3.4245	23	-2.4272	319	10.2179	29	-0.3237	172	12.1494	11	-3.3624	7	-3.664	25	-9.2262	88	-1.1611	4	-10.6795	15	0.3133	67	4.1965	16	-0.7651	5	-3.0987
craindre	873	91	-3.8941	28	-1.3785	234	0.3699	28	-0.3919	44	-10.2261	69	11.6901	12	-1.7672	50	-1.9419	112	0.7857	89	14.4795	39	7.2775	39	-0.3578	33	2.1494	5	-3.0867
nom	869	75	-7.311	20	-3.1978	331	13.2887	32	0.4373	166	10.7314	6	-5.8444	10	-2.3696	42	-3.4306	102	0.2969	15	-4.0212	9	-1.0523	45	0.6003	11	-1.8337	5	-3.0626
monsieur	868	90	-3.9615	24	-2.1299	67	-44.3889	33	0.5271	0	-45.4197	23	-0.5478	47	6.0403	162	24.3554	307	72.8704	30	-0.6453	27	2.7507	1	-16.3215	6	-3.8407	51	11.389
partir	865	119	-0.6258	11	-6.8896	252	1.3687	42	1.7679	85	-1.0695	16	-1.7149	24	0.5011	76	0.8296	131	2.8546	19	-2.659	20	1.0433	33	-0.8628	20	-0.2917	17	0.3183
