Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
rejettée	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
très-content	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	2	2.6738
damnable	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
matériel	4	0	-0.2759	1	0.7803	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
entêté	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	1	0.8198	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
éxemples	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
précédens	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	1	1.1885	0	-0.0827	0	-0.0417	0	-0.0334
indigné	4	0	-0.2759	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	1	1.0201	1	0.5581	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
fantasque	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
décret	4	0	-0.2759	2	1.9546	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
éloignoient	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
horloge	4	3	1.9481	1	0.7803	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
menager	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
implacable	4	0	-0.2759	1	0.7803	2	0.5422	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
reveler	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
interprêter	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
archives	4	0	-0.2759	1	0.7803	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
achevois	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	1	0.933	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
expiatoire	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
bail	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
avant-coureur	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
préposer	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
écartoit	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
procès-verbal	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
suranné	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
désirois	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Oquetos	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
suspenduë	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Galisteo	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
déplacé	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	2	2.0365	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
isoler	4	0	-0.2759	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	1	1.0379	1	1.1308
flux	4	2	0.977	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
carré	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	1	0.5581	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
reflux	4	1	0.3277	2	1.9546	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
caravane	4	2	0.977	1	0.7803	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
contenu	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	1	1.0201	1	0.5581	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Ivan	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	4	6.8819
inconveniens	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
abomination	4	0	-0.2759	1	0.7803	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
légal	4	0	-0.2759	2	1.9546	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Bragance	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
transportoit	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
jetteroit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
penchans	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Abares	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	4	6.8819
civiliser	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
éxactement	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
sergent	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	3	4.5656
apres	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
verbiage	4	1	0.3277	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	2	2.4483	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
apperçoive	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
nautonnier	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Caron	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Homere	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Mainfroi	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
frappoit	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
basaner	4	2	0.977	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
superieure	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
inscrire	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
souple	4	1	0.3277	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	2	2.791	0	-0.0827	0	-0.0417	0	-0.0334
affoiblit	4	0	-0.2759	1	0.7803	2	0.5422	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Paul	4	1	0.3277	1	0.7803	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	1	1.1885	0	-0.0827	0	-0.0417	0	-0.0334
nuptial	4	1	0.3277	1	0.7803	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Chatoux	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
autentique	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
croiroient	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	1	0.933	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
varieté	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
ajoûtois	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
hébreu	4	2	0.977	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	1	0.933	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	1	1.1308
procedez	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Moeris	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
donnérent	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
estre	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
cedre	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
postiche	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
operation	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Lancelet	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
grossiére	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
aprenne	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
dépuis	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
orguëilleuse	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	4	3.7261	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
déterminerent	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
très-beau	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	2	2.6738
Georges	4	2	0.977	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
praticien	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
quelqu'avantage	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
destituer	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
lassois	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
chimique	4	4	3.3326	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
révérer	4	0	-0.2759	2	1.9546	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
éclatans	4	0	-0.2759	0	-0.0788	2	0.5422	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
fondamental	4	0	-0.2759	4	5.4135	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
sensation	4	0	-0.2759	1	0.7803	2	0.5422	1	0.8852	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
avoüe	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
garderoit	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
affronter	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	1	1.1885	0	-0.0827	0	-0.0417	1	1.1308
devinoit	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
exprimoient	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	2	1.1799	1	0.933	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
pénetrer	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
manifeste	4	0	-0.2759	0	-0.0788	3	1.2254	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
émétique	4	3	1.9481	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
foudroyer	4	0	-0.2759	3	3.4727	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
forcerent	4	0	-0.2759	0	-0.0788	4	2.3084	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
promenois	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Vanderdendur	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	4	6.8819
correspondance	4	0	-0.2759	1	0.7803	2	0.5422	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
perpetuelle	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
manquerois	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	3	2.2324	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
inquietude	4	0	-0.2759	0	-0.0788	1	-0.1469	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
serenité	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	2	1.1799	0	-0.0539	0	-0.0436	0	-0.1406	2	1.1551	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
mollak	4	0	-0.2759	4	5.4135	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
desespere	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	3	2.2717	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
incompatible	4	1	0.3277	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	1	0.4064	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
Abydus	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
funèbre	4	2	0.977	2	1.9546	0	-0.5344	0	-0.0606	0	-0.2093	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
coudée	4	0	-0.2759	0	-0.0788	0	-0.5344	0	-0.0606	4	3.7802	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	0	-0.0827	0	-0.0417	0	-0.0334
maturité	4	1	0.3277	0	-0.0788	1	-0.1469	0	-0.0606	1	0.4175	0	-0.0539	0	-0.0436	0	-0.1406	0	-0.2163	0	-0.0713	0	-0.0291	1	0.7608	0	-0.0417	0	-0.0334
